county,PCODE,climate_zone,year_month,year,month,rainfall_mm,lta_mm,anomaly_mm,pct_of_normal
Kajiado,KE034,semi-arid,2025-02,2025,2,9.67,16.67,-7.0,58.0
Kajiado,KE034,semi-arid,2025-03,2025,3,58.57,50.0,8.57,117.1
Kajiado,KE034,semi-arid,2025-04,2025,4,78.31,83.33,-5.02,94.0
Kajiado,KE034,semi-arid,2025-05,2025,5,78.93,66.67,12.26,118.4
Kajiado,KE034,semi-arid,2025-06,2025,6,22.51,22.22,0.29,101.3
Kajiado,KE034,semi-arid,2025-07,2025,7,16.5,11.11,5.39,148.5
Kajiado,KE034,semi-arid,2025-08,2025,8,12.36,11.11,1.25,111.2
Kajiado,KE034,semi-arid,2025-09,2025,9,21.94,22.22,-0.28,98.7
Kajiado,KE034,semi-arid,2025-10,2025,10,20.9,66.67,-45.77,31.3
Kajiado,KE034,semi-arid,2025-11,2025,11,139.5,88.89,50.61,156.9
Kajiado,KE034,semi-arid,2025-12,2025,12,21.04,44.44,-23.4,47.3
Kajiado,KE034,semi-arid,2026-01,2026,1,7.97,16.67,-8.7,47.8
Kajiado,KE034,semi-arid,2026-02,2026,2,18.77,16.67,2.1,112.6
Kericho,KE035,highland,2018-01,2018,1,60.61,64.0,-3.39,94.7
Kericho,KE035,highland,2018-02,2018,2,37.11,80.0,-42.89,46.4
Kericho,KE035,highland,2018-03,2018,3,91.29,160.0,-68.71,57.1
Kericho,KE035,highland,2018-04,2018,4,276.45,240.0,36.45,115.2
Kericho,KE035,highland,2018-05,2018,5,149.88,192.0,-42.12,78.1
Kericho,KE035,highland,2018-06,2018,6,107.14,112.0,-4.86,95.7
Kericho,KE035,highland,2018-07,2018,7,55.54,80.0,-24.46,69.4
Kericho,KE035,highland,2018-08,2018,8,103.84,80.0,23.84,129.8
Kericho,KE035,highland,2018-09,2018,9,100.75,112.0,-11.25,90.0
Kericho,KE035,highland,2018-10,2018,10,169.11,160.0,9.11,105.7
Kericho,KE035,highland,2018-11,2018,11,112.25,192.0,-79.75,58.5
Kericho,KE035,highland,2018-12,2018,12,228.11,128.0,100.11,178.2
Kericho,KE035,highland,2019-01,2019,1,101.45,64.0,37.45,158.5
Kericho,KE035,highland,2019-02,2019,2,79.72,80.0,-0.28,99.6
Kericho,KE035,highland,2019-03,2019,3,159.62,160.0,-0.38,99.8
Kericho,KE035,highland,2019-04,2019,4,162.15,240.0,-77.85,67.6
Kericho,KE035,highland,2019-05,2019,5,218.94,192.0,26.94,114.0
Kericho,KE035,highland,2019-06,2019,6,37.13,112.0,-74.87,33.2
Kericho,KE035,highland,2019-07,2019,7,139.75,80.0,59.75,174.7
Kericho,KE035,highland,2019-08,2019,8,96.84,80.0,16.84,121.0
Kericho,KE035,highland,2019-09,2019,9,68.19,112.0,-43.81,60.9
Kericho,KE035,highland,2019-10,2019,10,511.89,160.0,351.89,319.9
Kericho,KE035,highland,2019-11,2019,11,693.5,192.0,501.5,361.2
Kericho,KE035,highland,2019-12,2019,12,262.37,128.0,134.37,205.0
Kericho,KE035,highland,2020-01,2020,1,42.82,64.0,-21.18,66.9
Kericho,KE035,highland,2020-02,2020,2,77.01,80.0,-2.99,96.3
Kericho,KE035,highland,2020-03,2020,3,116.24,160.0,-43.76,72.6
Kericho,KE035,highland,2020-04,2020,4,159.36,240.0,-80.64,66.4
Kericho,KE035,highland,2020-05,2020,5,72.48,192.0,-119.52,37.7
Kericho,KE035,highland,2020-06,2020,6,130.29,112.0,18.29,116.3
Kericho,KE035,highland,2020-07,2020,7,117.59,80.0,37.59,147.0
Kericho,KE035,highland,2020-08,2020,8,43.8,80.0,-36.2,54.7
Kericho,KE035,highland,2020-09,2020,9,64.5,112.0,-47.5,57.6
Kericho,KE035,highland,2020-10,2020,10,113.17,160.0,-46.83,70.7
Kericho,KE035,highland,2020-11,2020,11,162.9,192.0,-29.1,84.8
Kericho,KE035,highland,2020-12,2020,12,164.49,128.0,36.49,128.5
Kericho,KE035,highland,2021-01,2021,1,93.65,64.0,29.65,146.3
Kericho,KE035,highland,2021-02,2021,2,52.55,80.0,-27.45,65.7
Kericho,KE035,highland,2021-03,2021,3,110.04,160.0,-49.96,68.8
Kericho,KE035,highland,2021-04,2021,4,231.48,240.0,-8.52,96.4
Kericho,KE035,highland,2021-05,2021,5,266.65,192.0,74.65,138.9
Kericho,KE035,highland,2021-06,2021,6,114.73,112.0,2.73,102.4
Kericho,KE035,highland,2021-07,2021,7,83.77,80.0,3.77,104.7
Kericho,KE035,highland,2021-08,2021,8,88.86,80.0,8.86,111.1
Kericho,KE035,highland,2021-09,2021,9,92.77,112.0,-19.23,82.8
Kericho,KE035,highland,2021-10,2021,10,108.01,160.0,-51.99,67.5
Kericho,KE035,highland,2021-11,2021,11,48.21,192.0,-143.79,25.1
Kericho,KE035,highland,2021-12,2021,12,64.07,128.0,-63.93,50.1
Kericho,KE035,highland,2022-01,2022,1,42.91,64.0,-21.09,67.0
Kericho,KE035,highland,2022-02,2022,2,29.72,80.0,-50.28,37.1
Kericho,KE035,highland,2022-03,2022,3,101.65,160.0,-58.35,63.5
Kericho,KE035,highland,2022-04,2022,4,49.35,240.0,-190.65,20.6
Kericho,KE035,highland,2022-05,2022,5,120.1,192.0,-71.9,62.6
Kericho,KE035,highland,2022-06,2022,6,119.55,112.0,7.55,106.7
Kericho,KE035,highland,2022-07,2022,7,136.99,80.0,56.99,171.2
Kericho,KE035,highland,2022-08,2022,8,53.45,80.0,-26.55,66.8
Kericho,KE035,highland,2022-09,2022,9,87.01,112.0,-24.99,77.7
Kericho,KE035,highland,2022-10,2022,10,166.39,160.0,6.39,104.0
Kericho,KE035,highland,2022-11,2022,11,189.29,192.0,-2.71,98.6
Kericho,KE035,highland,2022-12,2022,12,111.24,128.0,-16.76,86.9
Kericho,KE035,highland,2023-01,2023,1,45.17,64.0,-18.83,70.6
Kericho,KE035,highland,2023-02,2023,2,86.26,80.0,6.26,107.8
Kericho,KE035,highland,2023-03,2023,3,298.54,160.0,138.54,186.6
Kericho,KE035,highland,2023-04,2023,4,224.46,240.0,-15.54,93.5
Kericho,KE035,highland,2023-05,2023,5,144.67,192.0,-47.33,75.3
Kericho,KE035,highland,2023-06,2023,6,126.66,112.0,14.66,113.1
Kericho,KE035,highland,2023-07,2023,7,73.33,80.0,-6.67,91.7
Kericho,KE035,highland,2023-08,2023,8,60.79,80.0,-19.21,76.0
Kericho,KE035,highland,2023-09,2023,9,133.65,112.0,21.65,119.3
Kericho,KE035,highland,2023-10,2023,10,257.37,160.0,97.37,160.9
Kericho,KE035,highland,2023-11,2023,11,479.49,192.0,287.49,249.7
Kericho,KE035,highland,2023-12,2023,12,127.03,128.0,-0.97,99.2
Kericho,KE035,highland,2024-01,2024,1,125.22,64.0,61.22,195.7
Kericho,KE035,highland,2024-02,2024,2,59.6,80.0,-20.4,74.5
Kericho,KE035,highland,2024-03,2024,3,86.68,160.0,-73.32,54.2
Kericho,KE035,highland,2024-04,2024,4,395.13,240.0,155.13,164.6
Kericho,KE035,highland,2024-05,2024,5,339.96,192.0,147.96,177.1
Kericho,KE035,highland,2024-06,2024,6,120.61,112.0,8.61,107.7
Kericho,KE035,highland,2024-07,2024,7,72.81,80.0,-7.19,91.0
Kericho,KE035,highland,2024-08,2024,8,65.83,80.0,-14.17,82.3
Kericho,KE035,highland,2024-09,2024,9,117.97,112.0,5.97,105.3
Kericho,KE035,highland,2024-10,2024,10,131.09,160.0,-28.91,81.9
Kericho,KE035,highland,2024-11,2024,11,149.49,192.0,-42.51,77.9
Kericho,KE035,highland,2024-12,2024,12,72.82,128.0,-55.18,56.9
Kericho,KE035,highland,2025-01,2025,1,36.34,64.0,-27.66,56.8
Kericho,KE035,highland,2025-02,2025,2,78.49,80.0,-1.51,98.1
Kericho,KE035,highland,2025-03,2025,3,159.79,160.0,-0.21,99.9
Kericho,KE035,highland,2025-04,2025,4,159.85,240.0,-80.15,66.6
Kericho,KE035,highland,2025-05,2025,5,135.63,192.0,-56.37,70.6
Kericho,KE035,highland,2025-06,2025,6,116.4,112.0,4.4,103.9
Kericho,KE035,highland,2025-07,2025,7,51.14,80.0,-28.86,63.9
Kericho,KE035,highland,2025-08,2025,8,113.88,80.0,33.88,142.3
Kericho,KE035,highland,2025-09,2025,9,131.06,112.0,19.06,117.0
Kericho,KE035,highland,2025-10,2025,10,114.99,160.0,-45.01,71.9
Kericho,KE035,highland,2025-11,2025,11,228.89,192.0,36.89,119.2
Kericho,KE035,highland,2025-12,2025,12,85.99,128.0,-42.01,67.2
Kericho,KE035,highland,2026-01,2026,1,76.79,64.0,12.79,120.0
Kericho,KE035,highland,2026-02,2026,2,46.24,80.0,-33.76,57.8
Bomet,KE036,highland,2018-01,2018,1,46.95,52.0,-5.05,90.3
Bomet,KE036,highland,2018-02,2018,2,65.35,65.0,0.35,100.5
Bomet,KE036,highland,2018-03,2018,3,169.93,130.0,39.93,130.7
Bomet,KE036,highland,2018-04,2018,4,102.67,195.0,-92.33,52.7
Bomet,KE036,highland,2018-05,2018,5,80.7,156.0,-75.3,51.7
Bomet,KE036,highland,2018-06,2018,6,44.21,91.0,-46.79,48.6
Bomet,KE036,highland,2018-07,2018,7,121.94,65.0,56.94,187.6
Bomet,KE036,highland,2018-08,2018,8,62.42,65.0,-2.58,96.0
Bomet,KE036,highland,2018-09,2018,9,130.8,91.0,39.8,143.7
Bomet,KE036,highland,2018-10,2018,10,84.81,130.0,-45.19,65.2
Bomet,KE036,highland,2018-11,2018,11,105.76,156.0,-50.24,67.8
Bomet,KE036,highland,2018-12,2018,12,85.01,104.0,-18.99,81.7
Bomet,KE036,highland,2019-01,2019,1,48.89,52.0,-3.11,94.0
Bomet,KE036,highland,2019-02,2019,2,80.49,65.0,15.49,123.8
Bomet,KE036,highland,2019-03,2019,3,116.21,130.0,-13.79,89.4
Bomet,KE036,highland,2019-04,2019,4,145.17,195.0,-49.83,74.4
Bomet,KE036,highland,2019-05,2019,5,271.33,156.0,115.33,173.9
Bomet,KE036,highland,2019-06,2019,6,58.49,91.0,-32.51,64.3
Bomet,KE036,highland,2019-07,2019,7,43.98,65.0,-21.02,67.7
Bomet,KE036,highland,2019-08,2019,8,42.03,65.0,-22.97,64.7
Bomet,KE036,highland,2019-09,2019,9,114.44,91.0,23.44,125.8
Bomet,KE036,highland,2019-10,2019,10,272.28,130.0,142.28,209.4
Bomet,KE036,highland,2019-11,2019,11,255.79,156.0,99.79,164.0
Bomet,KE036,highland,2019-12,2019,12,121.68,104.0,17.68,117.0
Bomet,KE036,highland,2020-01,2020,1,52.19,52.0,0.19,100.4
Bomet,KE036,highland,2020-02,2020,2,86.32,65.0,21.32,132.8
Bomet,KE036,highland,2020-03,2020,3,137.34,130.0,7.34,105.6
Bomet,KE036,highland,2020-04,2020,4,88.01,195.0,-106.99,45.1
Bomet,KE036,highland,2020-05,2020,5,85.6,156.0,-70.4,54.9
Bomet,KE036,highland,2020-06,2020,6,102.63,91.0,11.63,112.8
Bomet,KE036,highland,2020-07,2020,7,52.38,65.0,-12.62,80.6
Bomet,KE036,highland,2020-08,2020,8,33.81,65.0,-31.19,52.0
Bomet,KE036,highland,2020-09,2020,9,80.7,91.0,-10.3,88.7
Bomet,KE036,highland,2020-10,2020,10,70.0,130.0,-60.0,53.8
Bomet,KE036,highland,2020-11,2020,11,210.01,156.0,54.01,134.6
Bomet,KE036,highland,2020-12,2020,12,84.87,104.0,-19.13,81.6
Bomet,KE036,highland,2021-01,2021,1,48.0,52.0,-4.0,92.3
Bomet,KE036,highland,2021-02,2021,2,44.47,65.0,-20.53,68.4
Bomet,KE036,highland,2021-03,2021,3,81.68,130.0,-48.32,62.8
Bomet,KE036,highland,2021-04,2021,4,200.75,195.0,5.75,102.9
Bomet,KE036,highland,2021-05,2021,5,149.86,156.0,-6.14,96.1
Bomet,KE036,highland,2021-06,2021,6,53.37,91.0,-37.63,58.6
Bomet,KE036,highland,2021-07,2021,7,15.26,65.0,-49.74,23.5
Bomet,KE036,highland,2021-08,2021,8,57.83,65.0,-7.17,89.0
Bomet,KE036,highland,2021-09,2021,9,75.99,91.0,-15.01,83.5
Bomet,KE036,highland,2021-10,2021,10,71.96,130.0,-58.04,55.4
Bomet,KE036,highland,2021-11,2021,11,79.3,156.0,-76.7,50.8
Bomet,KE036,highland,2021-12,2021,12,41.06,104.0,-62.94,39.5
Bomet,KE036,highland,2022-01,2022,1,64.79,52.0,12.79,124.6
Bomet,KE036,highland,2022-02,2022,2,70.7,65.0,5.7,108.8
Bomet,KE036,highland,2022-03,2022,3,49.89,130.0,-80.11,38.4
Bomet,KE036,highland,2022-04,2022,4,93.4,195.0,-101.6,47.9
Bomet,KE036,highland,2022-05,2022,5,103.6,156.0,-52.4,66.4
Bomet,KE036,highland,2022-06,2022,6,74.36,91.0,-16.64,81.7
Bomet,KE036,highland,2022-07,2022,7,41.2,65.0,-23.8,63.4
Bomet,KE036,highland,2022-08,2022,8,27.95,65.0,-37.05,43.0
Bomet,KE036,highland,2022-09,2022,9,71.0,91.0,-20.0,78.0
Bomet,KE036,highland,2022-10,2022,10,44.58,130.0,-85.42,34.3
Bomet,KE036,highland,2022-11,2022,11,144.53,156.0,-11.47,92.6
Bomet,KE036,highland,2022-12,2022,12,60.23,104.0,-43.77,57.9
Bomet,KE036,highland,2023-01,2023,1,39.35,52.0,-12.65,75.7
Bomet,KE036,highland,2023-02,2023,2,34.85,65.0,-30.15,53.6
Bomet,KE036,highland,2023-03,2023,3,132.58,130.0,2.58,102.0
Bomet,KE036,highland,2023-04,2023,4,109.74,195.0,-85.26,56.3
Bomet,KE036,highland,2023-05,2023,5,129.54,156.0,-26.46,83.0
Bomet,KE036,highland,2023-06,2023,6,66.51,91.0,-24.49,73.1
Bomet,KE036,highland,2023-07,2023,7,50.48,65.0,-14.52,77.7
Bomet,KE036,highland,2023-08,2023,8,80.51,65.0,15.51,123.9
Bomet,KE036,highland,2023-09,2023,9,55.85,91.0,-35.15,61.4
Bomet,KE036,highland,2023-10,2023,10,298.66,130.0,168.66,229.7
Bomet,KE036,highland,2023-11,2023,11,512.94,156.0,356.94,328.8
Bomet,KE036,highland,2023-12,2023,12,296.19,104.0,192.19,284.8
Bomet,KE036,highland,2024-01,2024,1,41.77,52.0,-10.23,80.3
Bomet,KE036,highland,2024-02,2024,2,82.5,65.0,17.5,126.9
Bomet,KE036,highland,2024-03,2024,3,58.49,130.0,-71.51,45.0
Bomet,KE036,highland,2024-04,2024,4,285.62,195.0,90.62,146.5
Bomet,KE036,highland,2024-05,2024,5,391.34,156.0,235.34,250.9
Bomet,KE036,highland,2024-06,2024,6,97.29,91.0,6.29,106.9
Bomet,KE036,highland,2024-07,2024,7,103.81,65.0,38.81,159.7
Bomet,KE036,highland,2024-08,2024,8,33.39,65.0,-31.61,51.4
Bomet,KE036,highland,2024-09,2024,9,55.27,91.0,-35.73,60.7
Bomet,KE036,highland,2024-10,2024,10,94.21,130.0,-35.79,72.5
Bomet,KE036,highland,2024-11,2024,11,121.71,156.0,-34.29,78.0
Bomet,KE036,highland,2024-12,2024,12,98.09,104.0,-5.91,94.3
Bomet,KE036,highland,2025-01,2025,1,38.05,52.0,-13.95,73.2
Bomet,KE036,highland,2025-02,2025,2,65.13,65.0,0.13,100.2
Bomet,KE036,highland,2025-03,2025,3,171.62,130.0,41.62,132.0
Bomet,KE036,highland,2025-04,2025,4,215.7,195.0,20.7,110.6
Bomet,KE036,highland,2025-05,2025,5,121.68,156.0,-34.32,78.0
Bomet,KE036,highland,2025-06,2025,6,115.18,91.0,24.18,126.6
Bomet,KE036,highland,2025-07,2025,7,51.88,65.0,-13.12,79.8
Bomet,KE036,highland,2025-08,2025,8,63.7,65.0,-1.3,98.0
Bomet,KE036,highland,2025-09,2025,9,122.57,91.0,31.57,134.7
Bomet,KE036,highland,2025-10,2025,10,118.57,130.0,-11.43,91.2
Bomet,KE036,highland,2025-11,2025,11,89.19,156.0,-66.81,57.2
Bomet,KE036,highland,2025-12,2025,12,104.8,104.0,0.8,100.8
Bomet,KE036,highland,2026-01,2026,1,64.67,52.0,12.67,124.4
Bomet,KE036,highland,2026-02,2026,2,80.15,65.0,15.15,123.3
Kakamega,KE037,western,2018-01,2018,1,53.71,90.0,-36.29,59.7
Kakamega,KE037,western,2018-02,2018,2,134.52,108.0,26.52,124.6
Kakamega,KE037,western,2018-03,2018,3,108.14,162.0,-53.86,66.8
Kakamega,KE037,western,2018-04,2018,4,276.3,216.0,60.3,127.9
Kakamega,KE037,western,2018-05,2018,5,101.24,234.0,-132.76,43.3
Kakamega,KE037,western,2018-06,2018,6,222.51,180.0,42.51,123.6
Kakamega,KE037,western,2018-07,2018,7,132.52,162.0,-29.48,81.8
Kakamega,KE037,western,2018-08,2018,8,119.31,162.0,-42.69,73.6
Kakamega,KE037,western,2018-09,2018,9,222.1,162.0,60.1,137.1
Kakamega,KE037,western,2018-10,2018,10,184.61,144.0,40.61,128.2
Kakamega,KE037,western,2018-11,2018,11,35.45,108.0,-72.55,32.8
Kakamega,KE037,western,2018-12,2018,12,87.49,72.0,15.49,121.5
Kakamega,KE037,western,2019-01,2019,1,82.82,90.0,-7.18,92.0
Kakamega,KE037,western,2019-02,2019,2,103.45,108.0,-4.55,95.8
Kakamega,KE037,western,2019-03,2019,3,80.71,162.0,-81.29,49.8
Kakamega,KE037,western,2019-04,2019,4,239.16,216.0,23.16,110.7
Kakamega,KE037,western,2019-05,2019,5,467.21,234.0,233.21,199.7
Kakamega,KE037,western,2019-06,2019,6,135.97,180.0,-44.03,75.5
Kakamega,KE037,western,2019-07,2019,7,245.01,162.0,83.01,151.2
Kakamega,KE037,western,2019-08,2019,8,152.88,162.0,-9.12,94.4
Kakamega,KE037,western,2019-09,2019,9,124.41,162.0,-37.59,76.8
Kakamega,KE037,western,2019-10,2019,10,132.25,144.0,-11.75,91.8
Kakamega,KE037,western,2019-11,2019,11,319.35,108.0,211.35,295.7
Kakamega,KE037,western,2019-12,2019,12,131.95,72.0,59.95,183.3
Kakamega,KE037,western,2020-01,2020,1,70.6,90.0,-19.4,78.4
Kakamega,KE037,western,2020-02,2020,2,90.58,108.0,-17.42,83.9
Kakamega,KE037,western,2020-03,2020,3,124.73,162.0,-37.27,77.0
Kakamega,KE037,western,2020-04,2020,4,104.98,216.0,-111.02,48.6
Kakamega,KE037,western,2020-05,2020,5,91.42,234.0,-142.58,39.1
Kakamega,KE037,western,2020-06,2020,6,162.56,180.0,-17.44,90.3
Kakamega,KE037,western,2020-07,2020,7,144.48,162.0,-17.52,89.2
Kakamega,KE037,western,2020-08,2020,8,143.19,162.0,-18.81,88.4
Kakamega,KE037,western,2020-09,2020,9,127.69,162.0,-34.31,78.8
Kakamega,KE037,western,2020-10,2020,10,216.39,144.0,72.39,150.3
Kakamega,KE037,western,2020-11,2020,11,263.87,108.0,155.87,244.3
Kakamega,KE037,western,2020-12,2020,12,42.15,72.0,-29.85,58.5
Kakamega,KE037,western,2021-01,2021,1,31.19,90.0,-58.81,34.7
Kakamega,KE037,western,2021-02,2021,2,92.67,108.0,-15.33,85.8
Kakamega,KE037,western,2021-03,2021,3,39.71,162.0,-122.29,24.5
Kakamega,KE037,western,2021-04,2021,4,68.72,216.0,-147.28,31.8
Kakamega,KE037,western,2021-05,2021,5,119.29,234.0,-114.71,51.0
Kakamega,KE037,western,2021-06,2021,6,222.88,180.0,42.88,123.8
Kakamega,KE037,western,2021-07,2021,7,138.35,162.0,-23.65,85.4
Kakamega,KE037,western,2021-08,2021,8,49.21,162.0,-112.79,30.4
Kakamega,KE037,western,2021-09,2021,9,137.61,162.0,-24.39,84.9
Kakamega,KE037,western,2021-10,2021,10,85.72,144.0,-58.28,59.5
Kakamega,KE037,western,2021-11,2021,11,64.73,108.0,-43.27,59.9
Kakamega,KE037,western,2021-12,2021,12,70.59,72.0,-1.41,98.0
Kakamega,KE037,western,2022-01,2022,1,70.22,90.0,-19.78,78.0
Kakamega,KE037,western,2022-02,2022,2,61.08,108.0,-46.92,56.6
Kakamega,KE037,western,2022-03,2022,3,155.1,162.0,-6.9,95.7
Kakamega,KE037,western,2022-04,2022,4,50.8,216.0,-165.2,23.5
Kakamega,KE037,western,2022-05,2022,5,85.36,234.0,-148.64,36.5
Kakamega,KE037,western,2022-06,2022,6,132.59,180.0,-47.41,73.7
Kakamega,KE037,western,2022-07,2022,7,124.5,162.0,-37.5,76.9
Kakamega,KE037,western,2022-08,2022,8,65.63,162.0,-96.37,40.5
Kakamega,KE037,western,2022-09,2022,9,125.56,162.0,-36.44,77.5
Kakamega,KE037,western,2022-10,2022,10,40.43,144.0,-103.57,28.1
Kakamega,KE037,western,2022-11,2022,11,47.6,108.0,-60.4,44.1
Kakamega,KE037,western,2022-12,2022,12,44.32,72.0,-27.68,61.6
Kakamega,KE037,western,2023-01,2023,1,30.96,90.0,-59.04,34.4
Kakamega,KE037,western,2023-02,2023,2,75.89,108.0,-32.11,70.3
Kakamega,KE037,western,2023-03,2023,3,83.89,162.0,-78.11,51.8
Kakamega,KE037,western,2023-04,2023,4,136.7,216.0,-79.3,63.3
Kakamega,KE037,western,2023-05,2023,5,211.14,234.0,-22.86,90.2
Kakamega,KE037,western,2023-06,2023,6,148.23,180.0,-31.77,82.4
Kakamega,KE037,western,2023-07,2023,7,156.15,162.0,-5.85,96.4
Kakamega,KE037,western,2023-08,2023,8,164.49,162.0,2.49,101.5
Kakamega,KE037,western,2023-09,2023,9,132.52,162.0,-29.48,81.8
Kakamega,KE037,western,2023-10,2023,10,331.36,144.0,187.36,230.1
Kakamega,KE037,western,2023-11,2023,11,160.09,108.0,52.09,148.2
Kakamega,KE037,western,2023-12,2023,12,174.05,72.0,102.05,241.7
Kakamega,KE037,western,2024-01,2024,1,85.17,90.0,-4.83,94.6
Kakamega,KE037,western,2024-02,2024,2,184.08,108.0,76.08,170.4
Kakamega,KE037,western,2024-03,2024,3,170.31,162.0,8.31,105.1
Kakamega,KE037,western,2024-04,2024,4,169.68,216.0,-46.32,78.6
Kakamega,KE037,western,2024-05,2024,5,284.82,234.0,50.82,121.7
Kakamega,KE037,western,2024-06,2024,6,283.82,180.0,103.82,157.7
Kakamega,KE037,western,2024-07,2024,7,125.78,162.0,-36.22,77.6
Kakamega,KE037,western,2024-08,2024,8,117.04,162.0,-44.96,72.2
Kakamega,KE037,western,2024-09,2024,9,40.43,162.0,-121.57,25.0
Kakamega,KE037,western,2024-10,2024,10,126.75,144.0,-17.25,88.0
Kakamega,KE037,western,2024-11,2024,11,78.44,108.0,-29.56,72.6
Kakamega,KE037,western,2024-12,2024,12,73.32,72.0,1.32,101.8
Kakamega,KE037,western,2025-01,2025,1,105.06,90.0,15.06,116.7
Kakamega,KE037,western,2025-02,2025,2,54.42,108.0,-53.58,50.4
Kakamega,KE037,western,2025-03,2025,3,208.83,162.0,46.83,128.9
Kakamega,KE037,western,2025-04,2025,4,140.74,216.0,-75.26,65.2
Kakamega,KE037,western,2025-05,2025,5,174.83,234.0,-59.17,74.7
Kakamega,KE037,western,2025-06,2025,6,56.29,180.0,-123.71,31.3
Kakamega,KE037,western,2025-07,2025,7,175.53,162.0,13.53,108.4
Kakamega,KE037,western,2025-08,2025,8,94.01,162.0,-67.99,58.0
Kakamega,KE037,western,2025-09,2025,9,117.54,162.0,-44.46,72.6
Kakamega,KE037,western,2025-10,2025,10,83.44,144.0,-60.56,57.9
Kakamega,KE037,western,2025-11,2025,11,156.08,108.0,48.08,144.5
Kakamega,KE037,western,2025-12,2025,12,60.36,72.0,-11.64,83.8
Kakamega,KE037,western,2026-01,2026,1,44.18,90.0,-45.82,49.1
Kakamega,KE037,western,2026-02,2026,2,52.28,108.0,-55.72,48.4
Vihiga,KE038,western,2018-01,2018,1,123.29,95.0,28.29,129.8
Vihiga,KE038,western,2018-02,2018,2,74.44,114.0,-39.56,65.3
Vihiga,KE038,western,2018-03,2018,3,102.82,171.0,-68.18,60.1
Vihiga,KE038,western,2018-04,2018,4,170.97,228.0,-57.03,75.0
Vihiga,KE038,western,2018-05,2018,5,159.79,247.0,-87.21,64.7
Vihiga,KE038,western,2018-06,2018,6,75.66,190.0,-114.34,39.8
Vihiga,KE038,western,2018-07,2018,7,206.43,171.0,35.43,120.7
Vihiga,KE038,western,2018-08,2018,8,146.18,171.0,-24.82,85.5
Vihiga,KE038,western,2018-09,2018,9,182.3,171.0,11.3,106.6
Vihiga,KE038,western,2018-10,2018,10,166.25,152.0,14.25,109.4
Vihiga,KE038,western,2018-11,2018,11,35.76,114.0,-78.24,31.4
Vihiga,KE038,western,2018-12,2018,12,83.44,76.0,7.44,109.8
Vihiga,KE038,western,2019-01,2019,1,217.54,95.0,122.54,229.0
Vihiga,KE038,western,2019-02,2019,2,126.77,114.0,12.77,111.2
Vihiga,KE038,western,2019-03,2019,3,245.34,171.0,74.34,143.5
Vihiga,KE038,western,2019-04,2019,4,287.5,228.0,59.5,126.1
Vihiga,KE038,western,2019-05,2019,5,279.3,247.0,32.3,113.1
Vihiga,KE038,western,2019-06,2019,6,264.15,190.0,74.15,139.0
Vihiga,KE038,western,2019-07,2019,7,253.96,171.0,82.96,148.5
Vihiga,KE038,western,2019-08,2019,8,258.06,171.0,87.06,150.9
Vihiga,KE038,western,2019-09,2019,9,93.96,171.0,-77.04,54.9
Vihiga,KE038,western,2019-10,2019,10,400.65,152.0,248.65,263.6
Vihiga,KE038,western,2019-11,2019,11,179.21,114.0,65.21,157.2
Vihiga,KE038,western,2019-12,2019,12,215.28,76.0,139.28,283.3
Vihiga,KE038,western,2020-01,2020,1,109.35,95.0,14.35,115.1
Vihiga,KE038,western,2020-02,2020,2,62.24,114.0,-51.76,54.6
Vihiga,KE038,western,2020-03,2020,3,171.37,171.0,0.37,100.2
Vihiga,KE038,western,2020-04,2020,4,96.14,228.0,-131.86,42.2
Vihiga,KE038,western,2020-05,2020,5,127.49,247.0,-119.51,51.6
Vihiga,KE038,western,2020-06,2020,6,336.27,190.0,146.27,177.0
Vihiga,KE038,western,2020-07,2020,7,171.68,171.0,0.68,100.4
Vihiga,KE038,western,2020-08,2020,8,139.8,171.0,-31.2,81.8
Vihiga,KE038,western,2020-09,2020,9,156.94,171.0,-14.06,91.8
Vihiga,KE038,western,2020-10,2020,10,120.71,152.0,-31.29,79.4
Vihiga,KE038,western,2020-11,2020,11,144.88,114.0,30.88,127.1
Vihiga,KE038,western,2020-12,2020,12,61.12,76.0,-14.88,80.4
Vihiga,KE038,western,2021-01,2021,1,88.41,95.0,-6.59,93.1
Vihiga,KE038,western,2021-02,2021,2,135.7,114.0,21.7,119.0
Vihiga,KE038,western,2021-03,2021,3,130.29,171.0,-40.71,76.2
Vihiga,KE038,western,2021-04,2021,4,107.56,228.0,-120.44,47.2
Vihiga,KE038,western,2021-05,2021,5,215.66,247.0,-31.34,87.3
Vihiga,KE038,western,2021-06,2021,6,144.31,190.0,-45.69,76.0
Vihiga,KE038,western,2021-07,2021,7,102.88,171.0,-68.12,60.2
Vihiga,KE038,western,2021-08,2021,8,71.08,171.0,-99.92,41.6
Vihiga,KE038,western,2021-09,2021,9,150.35,171.0,-20.65,87.9
Vihiga,KE038,western,2021-10,2021,10,47.07,152.0,-104.93,31.0
Vihiga,KE038,western,2021-11,2021,11,51.37,114.0,-62.63,45.1
Vihiga,KE038,western,2021-12,2021,12,48.6,76.0,-27.4,63.9
Vihiga,KE038,western,2022-01,2022,1,81.11,95.0,-13.89,85.4
Vihiga,KE038,western,2022-02,2022,2,55.65,114.0,-58.35,48.8
Vihiga,KE038,western,2022-03,2022,3,40.95,171.0,-130.05,23.9
Vihiga,KE038,western,2022-04,2022,4,99.07,228.0,-128.93,43.5
